level_0,index,name,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review
23228,28879,Cute & Quiet 1 Bedroom In Greenwich Village,20477745593,UNCONFIRMED,Sophia,Manhattan,Greenwich Village,40.72847,-74.00068,United States,US,0,strict,Entire home/apt,2003.0,954,$191 ,14.0,8.0,3/23/2019
23229,28880,"Manhattan, Room w/3 Beds Near Metro & Central Park",58603209752,UNCONFIRMED,Joo,Manhattan,East Harlem,40.79428,-73.94433,United States,US,0,flexible,Private room,2008.0,1166,$233 ,1.0,145.0,6/22/2019
23230,28883,LIC Private 1 Bdrm 10 mins away Manhattan NYC,29930123317,VERIFIED,Dorothy,Queens,Long Island City,40.75447,-73.92887,United States,US,0,moderate,Private room,2008.0,383,$77 ,2.0,17.0,6/22/2019
23231,28884,Amazing Apartment- 2 bedroom 1 bathroom,35960982473,VERIFIED,Martin,Manhattan,Hell's Kitchen,40.7625,-73.99778,United States,US,0,moderate,Entire home/apt,2003.0,764,$153 ,2.0,3.0,3/19/2018
23232,28885,Large Bedroom/Living Room/Bathroom and Backyard,68189257234,VERIFIED,Mathew,Brooklyn,Crown Heights,40.67423,-73.92913,United States,US,1,flexible,Private room,2019.0,856,$171 ,3.0,16.0,6/17/2019
23233,28886,Heart of East Village / Next to Tompkins Sq Park,8655340439,UNCONFIRMED,Berk,Manhattan,East Village,40.72486,-73.98241,United States,US,0,flexible,Entire home/apt,2018.0,298,$60 ,30.0,4.0,9/15/2018
23234,28887,Bushwick Street Art,83233202485,VERIFIED,Dorota,Queens,Ridgewood,40.71261,-73.91429,United States,US,0,moderate,Private room,2018.0,1178,$236 ,2.0,39.0,6/30/2019
23235,28888,"Spacious room in Historical South Street Seaport,",78018067221,VERIFIED,Biggi,Manhattan,Financial District,40.70875,-74.00183,United States,US,0,flexible,Private room,2008.0,353,$71 ,30.0,32.0,11/8/2018
23236,28889,Cozy Studio  with Patio Next to Central Park,43777750593,VERIFIED,Tamar,Manhattan,Upper West Side,40.77428,-73.97893,United States,US,0,strict,Entire home/apt,2019.0,512,$102 ,3.0,11.0,11/24/2018
23237,28891,Affordable private room in a home in NYC,40205104786,VERIFIED,Rosa,Staten Island,St. George,40.64497,-74.08456,United States,US,0,moderate,Private room,2008.0,250,$50 ,2.0,10.0,7/1/2019
23238,28892,Loft in Brooklyn,2121340998,VERIFIED,Catiana,Brooklyn,Williamsburg,40.70429,-73.936,United States,US,0,strict,Private room,2014.0,1186,$237 ,5.0,3.0,10/9/2018
23239,28893,Sunny & Dreamy Bedstuy Room,6324167775,UNCONFIRMED,Karly,Brooklyn,Bedford-Stuyvesant,40.68379,-73.92932,United States,US,0,moderate,Private room,2006.0,726,$145 ,3.0,1.0,1/1/2018
23240,28894,Spacious 1 BR apartment in authentic Brooklyn,77155528558,UNCONFIRMED,Katie,Brooklyn,Prospect-Lefferts Gardens,40.65616,-73.95676,United States,US,1,flexible,Entire home/apt,2008.0,1199,$240 ,2.0,4.0,1/14/2018
23241,28896,"Cozy, Upper West Side One Bedroom",78839157383,UNCONFIRMED,Bethany,Manhattan,Upper West Side,40.78178,-73.97928,United States,US,0,moderate,Entire home/apt,2022.0,1151,$230 ,12.0,1.0,1/5/2018
23242,28897,Private Room w/ Balcony in Williamsburg (Rooftop),47615159618,UNCONFIRMED,Lee,Brooklyn,Williamsburg,40.71453,-73.96038,United States,US,0,moderate,Private room,2020.0,648,$130 ,1.0,10.0,9/23/2018
23243,28898,纽约 罗岛曼哈顿短租 Cozy room in Roosevelt Island,53303924854,UNCONFIRMED,Cr,Manhattan,Roosevelt Island,40.76176,-73.94999,United States,US,1,strict,Shared room,2018.0,1082,$216 ,4.0,1.0,1/10/2018
23244,28899,Affordable pied-a-Terre near south brooklyn ferry.,7092018725,UNCONFIRMED,Cj,Brooklyn,Red Hook,40.67989,-74.00818,United States,US,1,flexible,Entire home/apt,2014.0,1114,$223 ,5.0,28.0,4/9/2019
23245,28900,Book it Vintage!,81933856357,UNCONFIRMED,Ri.,Manhattan,Upper East Side,40.78068,-73.94963,United States,US,0,flexible,Private room,2012.0,263,$53 ,2.0,43.0,6/15/2019
23246,28901,"Private Room (rm2), 5 mins from Columbia",70564195494,VERIFIED,Eugene,Manhattan,Morningside Heights,40.81245,-73.95813,United States,US,0,flexible,Private room,2010.0,996,$199 ,3.0,30.0,6/10/2019
23247,28902,"Comfort, convenience, elegance near Prospect Park",58710990877,VERIFIED,Alexander,Brooklyn,East Flatbush,40.65381,-73.94819,United States,US,0,moderate,Private room,2003.0,666,$133 ,2.0,48.0,1/3/2019
23248,28903,THE PERFECT JANUARY SUBLET,71448032961,UNCONFIRMED,Storm,Manhattan,Washington Heights,40.84826,-73.94131,United States,US,1,flexible,Private room,2004.0,925,$185 ,1.0,6.0,1/23/2018
23249,28904,Stuyvesant Heights Loft like Apartment.,61829664697,UNCONFIRMED,Will,Brooklyn,Bedford-Stuyvesant,40.68206,-73.94417,United States,US,1,flexible,Entire home/apt,2020.0,735,$147 ,1.0,25.0,6/24/2019
23250,28905,Chinatown Super-host Quarters,29700862725,VERIFIED,Kevin,Manhattan,Two Bridges,40.71107,-73.99605,United States,US,1,flexible,Entire home/apt,2005.0,429,$86 ,3.0,27.0,1/1/2019
23251,28907,HUGE private bedroom in Artists' home in Bushwick,7018004878,UNCONFIRMED,Karina,Brooklyn,Bushwick,40.68847,-73.913,United States,US,0,moderate,Private room,2014.0,66,$13 ,1.0,3.0,1/1/2018
23252,28908,"Nice Room Where Soho, Little Italy, Chinatown Meet",34278098999,VERIFIED,MaTT,Manhattan,Little Italy,40.71909,-73.99731,United States,US,1,moderate,Private room,2022.0,699,$140 ,5.0,3.0,7/15/2018
23253,28910,"Private Room (rm4), 5 mins from Columbia",6589022270,UNCONFIRMED,Eugene,Manhattan,Morningside Heights,40.8112,-73.95967,United States,US,0,moderate,Private room,2020.0,672,$134 ,3.0,42.0,6/16/2019
23254,28911,2 Queen Beds in Private bedroom Safe neighborhood,59188833541,UNCONFIRMED,Shelley,Queens,Forest Hills,40.72761,-73.84109,United States,US,0,strict,Private room,2010.0,236,$47 ,1.0,25.0,6/15/2019
23255,28912,The Fountain House,96778678290,VERIFIED,Omowumi,Brooklyn,East New York,40.67077,-73.87564,United States,US,0,moderate,Entire home/apt,2004.0,178,$36 ,2.0,23.0,6/17/2019
23256,28913,Room close to mall,82171547208,VERIFIED,Andres,Queens,Elmhurst,40.74059,-73.86866,United States,US,1,strict,Private room,2019.0,205,$41 ,2.0,2.0,12/30/2017
23257,28914,The real New York experience,52705686869,VERIFIED,Nat,Brooklyn,Bushwick,40.70208,-73.93259,United States,US,0,moderate,Private room,2017.0,517,$103 ,1.0,19.0,6/16/2019
23258,28915,Private Room on Greene,60130522903,UNCONFIRMED,Nate,Brooklyn,Bedford-Stuyvesant,40.69049,-73.93262,United States,US,1,moderate,Private room,2014.0,259,$52 ,2.0,23.0,6/21/2019
23259,28916,New Private studio-apartment,2022067467,UNCONFIRMED,Alexandra,Manhattan,East Harlem,40.79576,-73.93735,United States,US,1,flexible,Entire home/apt,2018.0,256,$51 ,1.0,69.0,6/16/2019
23260,28917,Simple stay in heart of Chelsea / Meatpacking,12871193384,UNCONFIRMED,Harutoshi,Manhattan,Chelsea,40.74247,-74.00234,United States,US,1,moderate,Entire home/apt,2011.0,880,$176 ,3.0,1.0,1/1/2018
23261,28918,Real 1 BR Musical Gem in Times Sq/Midtown West,97355470691,UNCONFIRMED,Aurora,Manhattan,Hell's Kitchen,40.76284,-73.99034,United States,US,1,flexible,Entire home/apt,2018.0,1052,$210 ,3.0,33.0,3/30/2019
23262,28919,Private & Cozy Harlem/Washington Heights Room,69825783767,VERIFIED,Xavier,Manhattan,Harlem,40.83034,-73.94017,United States,US,1,flexible,Private room,2015.0,419,$84 ,1.0,55.0,1/12/2019
23263,28920,VERY LARGE STUDIO APT BEST LOCATION  IN NYC,43620019041,UNCONFIRMED,Julia,Manhattan,Midtown,40.74197,-73.98328,United States,US,0,moderate,Entire home/apt,2011.0,502,$100 ,30.0,1.0,6/27/2018
23264,28921,Brooklyn House,21445258733,VERIFIED,Osei,Brooklyn,Flatbush,40.65099,-73.95596,United States,US,0,moderate,Entire home/apt,2020.0,867,$173 ,2.0,90.0,7/4/2019
23265,28923,A Holiday getaway in the heart of East Village,17538293250,UNCONFIRMED,Abhi,Manhattan,East Village,40.72923,-73.98251,United States,US,0,moderate,Private room,2004.0,659,$132 ,1.0,1.0,1/2/2018
23266,28924,(Room 102)法拉盛舒适轻奢套房,21096729222,VERIFIED,Wenqin,Queens,Flushing,40.76475,-73.83,United States,US,0,strict,Private room,2018.0,468,$94 ,2.0,14.0,6/12/2019
23267,28925,Perfect location -  Clean and spacious!,41231461053,UNCONFIRMED,Ken,Manhattan,Hell's Kitchen,40.76565,-73.98708,United States,US,0,moderate,Entire home/apt,2007.0,506,$101 ,1.0,41.0,7/7/2019
23268,28926,Charming flat with Williamsburg view,202479149,UNCONFIRMED,Etienne,Brooklyn,Williamsburg,40.71967,-73.9643,United States,US,1,flexible,Entire home/apt,2020.0,831,$166 ,9.0,13.0,7/1/2019
23269,28927,"Modern, Private Williamsburg Bedroom",46768858908,VERIFIED,Hannah,Brooklyn,Williamsburg,40.7052,-73.94397,United States,US,0,flexible,Private room,2021.0,648,$130 ,2.0,1.0,2/13/2018
23270,28928,Söderläge - Spacious Queen bedroom in Williamsburg,39640299206,VERIFIED,Glenn,Brooklyn,Williamsburg,40.71153,-73.95743,United States,US,1,strict,Private room,2003.0,668,$134 ,1.0,13.0,4/27/2019
23271,28929,"Renovated apt, Harlem brownstone, private entrance",89018650547,VERIFIED,Masha,Manhattan,Harlem,40.81529,-73.94367,United States,US,0,flexible,Entire home/apt,2013.0,120,$24 ,1.0,77.0,6/22/2019
23272,28930,"BEDSTUY BK - PAD
SHORT/ LONG TERM STAYS
NO EVENTS",48585180376,VERIFIED,Mrs.,Brooklyn,Bedford-Stuyvesant,40.68644,-73.93967,United States,US,0,moderate,Entire home/apt,2017.0,1188,$238 ,1.0,50.0,6/30/2019
23273,28931,Huge and Beautiful Room in a Very Nice Apartment.,61070807338,UNCONFIRMED,Hector,Queens,Maspeth,40.72575,-73.89456,United States,US,0,strict,Private room,2011.0,824,$165 ,1.0,4.0,2/15/2018
23274,28932,Hippie 1 Bedroom in Chinatown,6340742614,VERIFIED,Amira,Manhattan,Chinatown,40.71532,-73.99903,United States,US,1,moderate,Entire home/apt,2019.0,528,$106 ,7.0,2.0,12/19/2017
23275,28933,Room for sublet in lovely Ridgewood!,5649209256,UNCONFIRMED,Diana,Queens,Ridgewood,40.70188,-73.90429,United States,US,0,flexible,Private room,2007.0,687,$137 ,7.0,2.0,1/4/2018
23276,28934,Spaced and beautiful - manhattan - close to subway,38805021196,VERIFIED,Renata,Manhattan,Harlem,40.82258,-73.95368,United States,US,1,flexible,Private room,2012.0,145,$29 ,4.0,68.0,7/6/2019
23277,28935,"Chic, Cozy Gramercy Apartment",76772607689,VERIFIED,Nicole,Manhattan,Gramercy,40.73445,-73.98423,United States,US,0,flexible,Entire home/apt,2008.0,452,$90 ,3.0,12.0,1/1/2019
23278,28937,Outdoor Space  2bed 2bath plus POOL,5823780839,UNCONFIRMED,Yaacov,Manhattan,Upper East Side,40.7771,-73.9502,United States,US,1,flexible,Entire home/apt,2010.0,790,$158 ,31.0,4.0,4/21/2019
23279,28939,One bed near All transportation step from Park,75024176788,VERIFIED,Yaacov,Manhattan,Upper East Side,40.77746,-73.95043,United States,US,0,flexible,Entire home/apt,2014.0,318,$64 ,31.0,2.0,1/8/2018
23280,28940,Cozy bedroom+bath for 2 in historic Park Slope NYC,80118399173,UNCONFIRMED,Christine,Brooklyn,Park Slope,40.6718,-73.98251,United States,US,1,strict,Private room,2005.0,667,$133 ,2.0,57.0,6/24/2019
23281,28941,Home away from Home-Close to trains and JFK,4197041558,VERIFIED,Nicola,Brooklyn,Brownsville,40.66116,-73.90305,United States,US,1,moderate,Entire home/apt,2020.0,318,$64 ,4.0,29.0,6/11/2019
23282,28942,Two Floor Penthouse Apartment with Private Terrace,67661505493,UNCONFIRMED,Rahul,Manhattan,East Village,40.72454,-73.97573,United States,US,0,flexible,Private room,2010.0,1111,$222 ,3.0,2.0,1/25/2018
23283,28943,Huge Luxury Brooklyn Apartment,90231805195,VERIFIED,Natia,Brooklyn,Sheepshead Bay,40.60583,-73.95165,United States,US,0,moderate,Entire home/apt,2011.0,107,$21 ,3.0,4.0,1/2/2019
23284,28944,East Village Studio Apartment,68556550026,UNCONFIRMED,Cami,Manhattan,East Village,40.72504,-73.98327,United States,US,0,strict,Entire home/apt,2003.0,526,$105 ,12.0,17.0,1/9/2019
23285,28945,Boutique Style Studio in the Heart of Astoria,29845580856,VERIFIED,Cristina,Queens,Ditmars Steinway,40.77714,-73.91071,United States,US,0,strict,Entire home/apt,2018.0,526,$105 ,2.0,81.0,6/22/2019
23286,28949,Spacious Comfortable Williamsburg- 1 Bedroom Apt,4300691269,UNCONFIRMED,Will,Brooklyn,Williamsburg,40.71558,-73.94801,United States,US,1,moderate,Entire home/apt,2020.0,511,$102 ,2.0,1.0,12/28/2017
23287,28950,Charming One Bedroom In Cobble Hill,48335272985,VERIFIED,Marie,Brooklyn,Cobble Hill,40.68696,-73.99955,United States,US,0,strict,Entire home/apt,2009.0,744,$149 ,1.0,68.0,6/23/2019
23288,28951,High Ceilings & Great Light,19389326107,UNCONFIRMED,Bonny,Brooklyn,Prospect Heights,40.67764,-73.96632,United States,US,0,strict,Private room,2016.0,1162,$232 ,5.0,18.0,6/3/2019
23289,28953,Stunning Loft Penthouse Central Park Terrace New,72624771835,VERIFIED,Cynthia,Manhattan,Upper East Side,40.76683,-73.96867,United States,US,0,strict,Entire home/apt,2011.0,1124,$225 ,1.0,10.0,10/7/2018
23290,28955,Large 1-bedroom in Chelsea (unfurnished),43467008716,UNCONFIRMED,Simone,Manhattan,Chelsea,40.74696,-73.99556,United States,US,1,flexible,Entire home/apt,2010.0,1008,$202 ,1.0,4.0,12/31/2017
23291,28956,"Convenient to the east and west, private basement.",10077264719,UNCONFIRMED,Jaqui And Mark,Brooklyn,Prospect-Lefferts Gardens,40.66255,-73.94676,United States,US,1,strict,Entire home/apt,2009.0,297,$59 ,1.0,57.0,6/29/2019
23292,28957,LARGE Best Loc & View of NYC! 10 Min to Time Sqr,28844138996,VERIFIED,Sky,Brooklyn,Greenpoint,40.72857,-73.95688,United States,US,1,strict,Private room,2014.0,580,$116 ,2.0,72.0,7/1/2019
23293,28959,Loft w/Private Rooftop. Spectacular NYC Views,81725171003,UNCONFIRMED,Alice,Brooklyn,Williamsburg,40.70781,-73.94479,United States,US,0,strict,Entire home/apt,2022.0,939,$188 ,2.0,57.0,6/17/2019
23294,28960,Shannan's Place,97678734758,VERIFIED,Elma,Brooklyn,Fort Greene,40.68522,-73.97115,United States,US,1,flexible,Private room,2008.0,186,$37 ,28.0,2.0,5/31/2019
23295,28961,Charming House with Manhattan Views!,3117272812,VERIFIED,Erika,Queens,Long Island City,40.74801,-73.95032,United States,US,1,strict,Entire home/apt,2013.0,141,$28 ,2.0,2.0,1/1/2018
23296,28963,"Bright, clean, private room in good neighborhood",74059963775,VERIFIED,Theresa,Brooklyn,Bushwick,40.70398,-73.92403,United States,US,0,strict,Private room,2008.0,796,$159 ,2.0,7.0,8/13/2018
23297,28965,Charming Garden Apartment in Brooklyn Brownstone,59634922050,VERIFIED,Jacob,Brooklyn,Bedford-Stuyvesant,40.68156,-73.92036,United States,US,1,moderate,Entire home/apt,2006.0,434,$87 ,2.0,70.0,7/1/2019
23298,28967,Lovely Quiet Room in Bushwick Brooklyn,36126131639,UNCONFIRMED,Isaac And Izzy,Brooklyn,Bushwick,40.69914,-73.93394,United States,US,0,flexible,Private room,2009.0,1163,$233 ,1.0,1.0,1/2/2018
23299,28968,Stylish spacious 1 bd centrally located in Midtown,81006911980,VERIFIED,Juliana,Manhattan,Hell's Kitchen,40.75547,-73.99513,United States,US,1,flexible,Entire home/apt,2018.0,840,$168 ,3.0,9.0,1/1/2019
23300,28969,"Spacious, luminous, furnished Bushwick room",92378129587,UNCONFIRMED,Bartolomeo,Brooklyn,Bushwick,40.69613,-73.93264,United States,US,1,moderate,Entire home/apt,2010.0,796,$159 ,5.0,2.0,1/13/2018
23301,28971,Cozy 1BR Woodside (20min - midtown&Bus from LGA),61188868632,VERIFIED,Brian & Akiko,Queens,East Elmhurst,40.75689,-73.89763,United States,US,0,moderate,Entire home/apt,2016.0,109,$22 ,1.0,3.0,1/5/2018
23302,28972,Cozy studio in Gramercy,25412941648,UNCONFIRMED,Margaret,Manhattan,Gramercy,40.73419,-73.98132,United States,US,0,moderate,Entire home/apt,2009.0,716,$143 ,2.0,3.0,7/23/2018
23303,28973,Cool & Calm 3 Bed Apartment in Beautiful Bedstuy,4392803196,VERIFIED,Joseph,Brooklyn,Bedford-Stuyvesant,40.68029,-73.94693,United States,US,0,flexible,Entire home/apt,2022.0,203,$41 ,4.0,5.0,6/11/2018
23304,28974,Cozy One Bedroom Apt in Brooklyn Close to Beaches,64169768266,UNCONFIRMED,Diego,Brooklyn,Gravesend,40.58486,-73.99004,United States,US,1,strict,Entire home/apt,2019.0,1074,$215 ,2.0,42.0,6/19/2019
23305,28975,Lovely 1BR Harlem apartment,74840666372,UNCONFIRMED,Rachel,Manhattan,Harlem,40.80379,-73.95257,United States,US,0,moderate,Entire home/apt,2005.0,838,$168 ,3.0,4.0,5/28/2018
23306,28976,Cozy Triplex in UES with 2 balconies near Bloomies,34039171107,UNCONFIRMED,Juno,Manhattan,Upper East Side,40.76327,-73.96197,United States,US,1,strict,Entire home/apt,2006.0,945,$189 ,1.0,1.0,12/28/2017
23307,28978,"Private, Roomy, Convenient Williamsburg Hotspot",29842427358,VERIFIED,Alex,Brooklyn,Williamsburg,40.70689,-73.9506,United States,US,0,moderate,Private room,2021.0,427,$85 ,1.0,8.0,6/13/2018
23308,28981,Upper class in the upper east,33086338368,VERIFIED,Meryl,Manhattan,Upper East Side,40.77835,-73.94756,United States,US,0,moderate,Entire home/apt,2004.0,512,$102 ,2.0,1.0,1/1/2018
23309,28983,"Cool and Cozy living room, confortable couch .",22308849374,VERIFIED,Julio,Manhattan,East Village,40.72299,-73.97809,United States,US,0,moderate,Shared room,2006.0,218,$44 ,2.0,37.0,6/30/2019
23310,28984,"Newly Renovated, by LaGuardia Airport",7681363680,VERIFIED,Md,Queens,East Elmhurst,40.76314,-73.88619,United States,US,0,flexible,Entire home/apt,2004.0,587,$117 ,1.0,77.0,7/5/2019
23311,28988,Private room in Brooklyn 3 blocks from subway.,84345267626,VERIFIED,David,Brooklyn,Bedford-Stuyvesant,40.69131,-73.95666,United States,US,0,strict,Private room,2022.0,639,$128 ,4.0,53.0,7/2/2019
23312,28989,COZY&QUITE WITH PARK AROUND THE BLOCK BARS & SHOPS,73433279088,VERIFIED,Raquel,Manhattan,East Village,40.72515,-73.98422,United States,US,1,moderate,Entire home/apt,2007.0,641,$128 ,7.0,13.0,6/11/2019
23313,28990,Art Lover’s Dream! Chelsea Delight!,24191236241,UNCONFIRMED,Norman,Manhattan,Chelsea,40.75071,-74.00247,United States,US,1,moderate,Private room,2016.0,396,$79 ,2.0,119.0,6/19/2019
23314,28991,Charming West Village Studio Pied-A-Terre.,4973895930,UNCONFIRMED,Ilse,Manhattan,West Village,40.74,-74.0079,United States,US,1,moderate,Entire home/apt,2009.0,1096,$219 ,60.0,1.0,12/30/2017
23315,28992,Cozy private room in the heart of Nolita / Soho,80944073818,VERIFIED,Larasati,Manhattan,Nolita,40.72347,-73.99302,United States,US,1,strict,Private room,2021.0,1080,$216 ,2.0,2.0,2/25/2019
23316,28993,Large Loft Apartment - Private Terrace and Rooftop,14748638161,VERIFIED,Kwame,Brooklyn,Crown Heights,40.67546,-73.93171,United States,US,1,moderate,Entire home/apt,2019.0,985,$197 ,2.0,15.0,5/5/2019
23317,28995,Elegant Apartment for Holidays in East Village,718364713,VERIFIED,Carol,Manhattan,East Village,40.72677,-73.98267,United States,US,1,strict,Entire home/apt,2021.0,1056,$211 ,5.0,1.0,12/18/2017
23318,28996,Private bedroom in a doorman building in NYC,90652647518,VERIFIED,Ariel,Manhattan,Hell's Kitchen,40.76684,-73.98539,United States,US,0,flexible,Private room,2016.0,799,$160 ,1.0,2.0,3/18/2019
23319,28997,Spacious & Comfy Apt in Heart of NYC,8028317536,UNCONFIRMED,Pedro,Manhattan,Kips Bay,40.74435,-73.98097,United States,US,0,strict,Entire home/apt,2011.0,736,$147 ,4.0,1.0,12/26/2017
23320,28998,Quiet and Spacious Bedroom by the Astoria Park,93145663853,VERIFIED,Manca,Queens,Ditmars Steinway,40.77626,-73.92462,United States,US,0,strict,Private room,2018.0,722,$144 ,7.0,10.0,6/1/2019
23321,28999,"Entire Apart, Close to Airport 15 min to Manhattan",74651197512,VERIFIED,Pema,Queens,Jackson Heights,40.75439,-73.89532,United States,US,0,strict,Entire home/apt,2021.0,478,$96 ,1.0,64.0,6/21/2019
23322,29000,Brooklyn cute corner-unit modern apartment!,58074173420,UNCONFIRMED,Stefanie,Brooklyn,Bedford-Stuyvesant,40.68345,-73.95078,United States,US,0,moderate,Entire home/apt,2006.0,346,$69 ,4.0,1.0,1/2/2018
23323,29002,Cozy room next to TimesSquare.,13513879203,VERIFIED,Anda,Manhattan,Hell's Kitchen,40.76384,-73.99309,United States,US,0,strict,Private room,2022.0,407,$81 ,1.0,4.0,6/29/2019
23324,29003,Alcove Studio in the heart of Williamsburg,96321528931,UNCONFIRMED,Flávio,Brooklyn,Williamsburg,40.72021,-73.95695,United States,US,1,flexible,Entire home/apt,2014.0,144,$29 ,4.0,14.0,1/7/2019
23325,29004,Cozy One-Bedroom In Heart of Williamsburg,66071071623,UNCONFIRMED,Alexandra,Brooklyn,Williamsburg,40.71787,-73.9587,United States,US,1,strict,Entire home/apt,2016.0,259,$52 ,3.0,17.0,6/30/2019
23326,29005,Comfortable room in Manhattan Chinatown Apartment,62767044729,UNCONFIRMED,Gorm,Manhattan,Chinatown,40.71623,-73.99521,United States,US,0,strict,Private room,2008.0,507,$101 ,15.0,3.0,1/16/2018
23327,29007,Spacious 1 Bedroom in the Heart of Union Square!,46837158083,UNCONFIRMED,Mona,Manhattan,Gramercy,40.73509,-73.98637,United States,US,0,flexible,Entire home/apt,2021.0,783,$157 ,3.0,8.0,5/19/2019
23328,29009,Convenient and friendly home  away from home,90539589962,VERIFIED,Myriam,Queens,East Elmhurst,40.75966,-73.88295,United States,US,0,moderate,Private room,2020.0,79,$16 ,1.0,140.0,7/6/2019
23329,29010,1 BR Close to Central Park,2035267597,UNCONFIRMED,Gina,Manhattan,Harlem,40.8041,-73.95252,United States,US,1,moderate,Private room,2017.0,232,$46 ,1.0,28.0,12/30/2018
